link_name,profile,loc,type
"ALPHA REHOBOTH COLLEGE, Orisunbare-Shasha",8135,Alimosho,Privately owned
"ALPHA REHOBOTH MONTESSORI SCHOOL, Egbeda",4179,Alimosho,Privately owned
"ALPHA-PLUS NURSERY & PRIMARY SCHOOL, Ketu",3880,Kosofe,Privately owned
"ALPHASOTERIA NURSERY & PRIMARY SCHOOL, Magodo",105955,Kosofe,Privately owned
"ALTITUDE COLLEGE, Ago",3542,Oshodi-Isolo,Privately owned
"ALTITUDE INTERNATIONAL SCHOOL, Ago-Okota",3467,Oshodi-Isolo,Privately owned
ALUBARIKA PRIMARY SCHOOL,262,,State owned
"ALUBARIKA PRIMARY SCHOOL, Bariga",2454, Shomolu,State owned
"AM-WITHGOD NURSERY & PRIMARY SCHOOL, Haruna",105897,Ikorodu,Privately owned
"AMAI COLLEGE, Ajangbadi",4604,Ojo,Privately owned
"AMAZING FOUNDATION SCHOOL, Mushin",5125, Mushin,Privately owned
"AMAZING GRACE NURSERY & PRIMARY SCHOOL,  Ketu",3878,Kosofe,Privately owned
"AMAZING TALENTS SCHOOL, Idimu",105778,Alimosho,Privately owned
"AMBASSADOR COLLEGE, Amuwo Odofin",8070,Amuwo-Odofin,Privately owned
"AMBER VILLE NURSERY & PRIMARY SCHOOL, Ajiwe",106053,Eti-Osa,Privately owned
"AMIKANLE COMMUNITY PRY SCHOOL, Amikanle",180,Alimosho,State owned
"AMJE COLLEGE, Ojokoro",5253,Ifako/Ijaiye,Privately owned
"AMOSUN PRIMARY SCHOOL,  Agege",16,Agege,State owned
"AMPLIFIED NURSERY PRIMARY SCHOOL, Ketu",105514,Kosofe,Privately owned
"AMUWO JUNIOR GRAMMAR SCHOOL, Mile 2",534,Amuwo-Odofin,State owned
"AMUWO ODOFIN  SENIOR SECONDARY SCHOOL,  Mile 2",1045,Amuwo-Odofin,State owned
"AMUWO ODOFIN COMMUNITY JUNIOR SECONDAR SCHOOL, Mile 2",528,Amuwo-Odofin,State owned
"AMUWO ODOFIN COMMUNITY SENIOR SECONDARY SCHOOL, Mile 2",1044,Amuwo-Odofin,State owned
"AMUWO ODOFIN JUNIOR HIGH SCHOOL, Mile 2",527,Amuwo-Odofin,State owned
"AMUWO ODOFIN JUNIOR SECONDARY SCHOOL, Mile 2",526,Amuwo-Odofin,State owned
"AMUWO ODOFIN MUSLIM COMMUNITY PRIVATE SCHOOL, Mile 2",10621,Amuwo-Odofin,Privately owned
"AMUWO ODOFIN PRIMARY SCHOOL,  Mile 2",189,Amuwo-Odofin,State owned
"AMUWO ODOFIN SECONDARY SCHOOL, Mile 2",12229,Amuwo-Odofin,State owned
"AMUWO ODOFIN SENIOR HIGH SCHOOL,  Mile 2",1046,Amuwo-Odofin,State owned
"AMUWO SENIOR GRAMMAR SCHOOL, Agboju",2607,Amuwo-Odofin,State owned
"AMVILLE SCHOOL, Ilupeju",9337, Mushin,Privately owned
"AN-NI MAH INTERNATIONAL SCHOOL, Lekki",11809,Eti-Osa,Privately owned
"ANASTASIA COMPREHENSIVE COLLEGE, Abule-Egba",5586,Ifako/Ijaiye,Privately owned
"ANASTASIA INTERNATIONAL NUR/PRY SCHOOL, New Oko-Oba",7224,Ifako/Ijaiye,Privately owned
"ANCHOR MIRRORS SCHOOLS, Abesan Estate",5351,Alimosho,Privately owned
"ANCHORAGE  FIELD SECONDARY SCHOOL, Festac Town",106457,Amuwo-Odofin,Privately owned
"ANDUS D GREAT PRIMARY SCHOOL, Igbogbo",64257,Ikorodu,Privately owned
"ANGELA NURSERY & PRIMARY SCHOOL, Aguda",4297,Surulere,Privately owned
"ANGELA NURSERY & PRIMARY SCHOOL, Ira-Quarters",3653,Ojo,Privately owned
"ANGLICAN COMPREHENSIVE HIGH SCHOOL,Ipaja",2218,Alimosho,Privately owned
"ANGLICAN GIRLS COLLEGE, Ketu Ijanikin",6468,Ojo,Privately owned
"ANGLICAN GIRLS NURSERY  PRIMARY SCHOOL, Surulere",2548,Surulere,State owned
"ANGLICAN GIRLS SEMINARY SCHOOL,   C.M.S               ",1191,Lagos-Island,State owned
"ANGLICAN MODEL NURSERY&PRIMARY SCHOOL, Akesan",12219,Alimosho,State owned
"ANGLICAN NUR/PRY SCHL,  Marine Beach",227,Apapa,State owned
"ANGLICAN NUR/PRY SCHOOL II, Oto/ Ijanikin",2389,Ojo,State owned
"ANGLICAN NUR/PRY SCHOOL III, Oto/Ijanikin",2388,Ojo,State owned
"ANGLICAN NUR/PRY SCHOOL,  Ilogbo-Eremi",409, Badagry ,State owned
"ANGLICAN NUR/PRY SCHOOL,  Mosafejo",412, Badagry ,State owned
"ANGLICAN NURSERY/PRIMARY SCHOOL 1, Oto/Ijanikin",2381,Ojo,State owned
ANGLICAN PRIMARY SCHOOL,781,Agege,State owned
"ANGLICAN PRIMARY SCHOOL 1,  Igborosun",407, Badagry ,State owned
"ANGLICAN PRIMARY SCHOOL 2,  Igborosun",2183, Badagry ,State owned
"ANGLICAN PRIMARY SCHOOL I, AKESAN",9203,Alimosho,State owned
"ANGLICAN PRIMARY SCHOOL I, Ayetoro",100,Ajeromi LGA,State owned
"ANGLICAN PRIMARY SCHOOL II,  Ayetoro-Ajegunle",66,Ajeromi LGA,State owned
"ANGLICAN PRIMARY SCHOOL,   Ilado",408, Badagry ,State owned
"ANGLICAN PRIMARY SCHOOL,  Gbanko",406, Badagry ,State owned
"ANGLICAN PRIMARY SCHOOL,  Ikorodu",830,Ikorodu,State owned
"ANGLICAN PRIMARY SCHOOL,  Imeke",410, Badagry ,State owned
"ANGLICAN PRIMARY SCHOOL,  Isawo",832,Ikorodu,State owned
"ANGLICAN PRIMARY SCHOOL,  Iworo-Ajido",405, Badagry ,State owned
"ANGLICAN PRIMARY SCHOOL,  Odo-Ogun Ajegunle",1162,Kosofe,State owned
"ANGLICAN PRIMARY SCHOOL,  Ogudu",1163,Kosofe,State owned
"ANGLICAN PRIMARY SCHOOL,  Olorunnosola",141,Alimosho,State owned
"ANGLICAN PRIMARY SCHOOL,  Sekungba",2572,Epe,State owned
"ANGLICAN PRIMARY SCHOOL,  Toga Zanmu",411, Badagry ,State owned
"ANGLICAN PRIMARY SCHOOL, Ajebo",2738,Epe,State owned
"ANGLICAN PRIMARY SCHOOL, Akanun",2914,Ikorodu,State owned
"ANGLICAN PRIMARY SCHOOL, Igbooye",2723,Epe,State owned
"ANGLICAN PRIMARY SCHOOL, Ijede",12311,Ikorodu,State owned
"ANGLICAN PRIMARY SCHOOL, Moseju/Mutaku",12245,Epe,State owned
"ANGLICAN PRIMARY SCHOOL, Moshalashi",1548,,State owned
"ANGLICAN PRIMARY SCHOOL, Offin-Ile",833,Ikorodu,State owned
"ANGLICAN PRIMARY SCHOOL, Oke-Oso",2750,Epe,State owned
"ANGLICAN PRIMARY SCHOOL, Olodi-Apapa",117,Ajeromi LGA,State owned
"ANGLICAN PRIMARY SCHOOL, Sala",2741,Epe,State owned
ANGLICAN PRY SCHOOL Ebute Afuye Epe,2553,Epe,State owned
ANGUS MEMORIAL HIGH SCHOOL,1345, Shomolu,State owned
"ANIFA PREPARATORY CENTRE (An Educational support unit), Ilupeju",49603,Mushin,Privately owned
"ANIFOWSE PRIMARY SCHOOL, Ikeja",2541, Ikeja,State owned
"ANIMASHAUN NUR/PRY SCHOOL, Surulere",2025,Surulere,State owned
"ANNE MARIE CHILDREN SCHOOL, Ajao-Estate",105435,Oshodi-Isolo,Privately owned
ANOINTED CHILDREN SCHOOL. Egan,3068,Alimosho,Privately owned
"ANOINTED GATE HIGH SCHOOL, Egan",3129,Alimosho,Privately owned
"ANSACH NURSERY & PRIMARY SCHOOL, Ejigbo",106233,Oshodi-Isolo,Privately owned
ANSAR UD DEEN  SENIOR GRAMMAR SCHOOL,1241,Ikorodu,State owned
ANSAR UD DEEN JUNIOR SECONDARY SCHOOL,974,Surulere,State owned
"ANSAR UD DEEN PRIMARY SCHOOL, Alakoro",12332,Lagos-Island,State owned
"ANSAR UD DEEN PRIMARY SCHOOL, Araromi Ale",9478, Badagry ,State owned
"ANSAR- UD - DEEN PRIMARY SCHOOL,  Itire",796,,State owned
"ANSAR-UD-DEEN ACADEMY, Surulere",76018,Surulere,Privately owned
"ANSAR-UD-DEEN COLLEGE, Isolo",9999,Oshodi-Isolo,Privately owned
"ANSAR-UD-DEEN COMPREHENSIVE SNR HIGH SCH, Okota",2425,Oshodi-Isolo,State owned
"ANSAR-UD-DEEN GIRLS HIGH SCHOOL, Itire ",5530, Mushin,Privately owned
ANSAR-UD-DEEN GRAMMAR SCHOOL,1355,Surulere,State owned
"ANSAR-UD-DEEN GRAMMAR SCHOOL, Surulere",2840,Surulere,Privately owned
ANSAR-UD-DEEN JUNIOR GIRLS HIGH SCHOOL,651,,State owned
ANSAR-UD-DEEN JUNIOR GRAMMAR SCHOOL,909,Ikorodu,State owned
ANSAR-UD-DEEN JUNIOR GRAMMAR SCHOOL,972,Surulere,State owned
"ANSAR-UD-DEEN NUR/PRY SCHL,  Ebute-Meta",1946,Lagos-Mainland,State owned
"ANSAR-UD-DEEN NUR/PRY SCHL, Ado-Soba ",190,Amuwo-Odofin,State owned
"ANSAR-UD-DEEN NURSERY & PRIMARY SCHOOL, Akowonjo",105545,Alimosho,Privately owned
"ANSAR-UD-DEEN NURSERY & PRIMARY SCHOOL, Ebute-Metta East",61129,Lagos-Mainland,Privately owned
"ANSAR-UD-DEEN NURSERY & PRIMARY SCHOOL, Mafoluku",3606,Oshodi-Isolo,Privately owned
"ANSAR-UD-DEEN NURSERY & PRIMARY SCHOOL, Odo-Eran",91572, Mushin,Privately owned
"ANSAR-UD-DEEN NURSERY & PRIMARY SCHOOL, Surulere",3298,Surulere,Privately owned
"ANSAR-UD-DEEN PRIMARY SCHl, Lawason",2032,Surulere,State owned
"ANSAR-UD-DEEN PRIMARY SCHOOL,  Imota",844,Ikorodu,State owned
"ANSAR-UD-DEEN PRIMARY SCHOOL,  Okepopo",1193,Lagos-Island,State owned
"ANSAR-UD-DEEN PRIMARY SCHOOL, Arapagi",2080, Ibeju-Lekki,State owned
"ANSAR-UD-DEEN PRIMARY SCHOOL, Ibowon",2692,Epe,State owned
"ANSAR-UD-DEEN PRIMARY SCHOOL, Isolo",2392,Oshodi-Isolo,State owned
"ANSAR-UD-DEEN PRIMARY SCHOOL, Odo-Egiri",2728,Epe,State owned
"ANSAR-UD-DEEN PRIMARY SCHOOL, Odunfa",1984,Lagos-Mainland,State owned
"ANSAR-UD-DEEN PRIMARY SCHOOL, Oke-Arin",1192,Lagos-Island,State owned
"ANSAR-UD-DEEN PRIMARY SCHOOL, V/Island",676,Eti-Osa,State owned
"ANSAR-UD-DEEN PRIMARY SCHOOL,Igbogbo",842,Ikorodu,State owned
"ANSAR-UD-DEEN SENIOR HIGH SCHOOL, Surulere",2264,Surulere,State owned
"ANSAR-UD-DEEN SENIOR SEC. SCHOOL, Surulere",1356,Surulere,State owned
"ANSAR-UD-DEEN SOCIETY JUNIOR GRAMMAR SCHOOL, Badagry",12235,,State owned
"ANSAR-UD-DEEN SOCIETY SENIOR GRAMMAR SCHOOL, A.U.D Road",554,,State owned
"ANTHONY MODEL NUR/PRY SCHOOL, Anthony Village",1148,Kosofe,State owned
"ANTHONY SENIOR HIGH SCHOOL, Anthony Village",2580,Kosofe,State owned
ANTHONY VILLAGE SENIOR HIGH SCHOOL,12319,Kosofe,State owned
"ANTIOCH ROYAL COLLEGE, Ikotun",12572,Alimosho,Privately owned
"ANU OLUWAPO PRIMARY SCHOOL, Oyewole ",8,Agege,State owned
"ANWAL-UL-ISLAM PRIMARY SCHOOL, Emu",2084, Ibeju-Lekki,State owned
"ANWAR-UL ISLAM MODEL COLLEGE, Agege",2193,Agege,Privately Owned 
"ANWAR-UL-ISLAM GIRLS HIGH SCHOOL, Ojokoro",2213,Ifako/Ijaiye,Privately owned
"ANWAR-UL-ISLAM GIRLS PRY SCH,  Olushi",1195,Lagos-Island,State owned
"ANWAR-UL-ISLAM NUR/PRY SCHOOL,  Elegbeta",1194,Lagos-Island,State owned
"ANWAR-UL-ISLAM PRIMARY SCHOOL,  Ijede",845,Ikorodu,State owned
"ANWAR-UL-ISLAM PRIMARY SCHOOL, Ogba",17,Agege,State owned
"ANWARUL-ISLAM NUR/PRY SCHL,  Oniwaya",18,Agege,State owned
"AOCOED INTERNATIONAL SCHOOL, Ojo",12555,Ojo,Privately owned
"AOS MONTESSORI NUR/PRY, Idi-Mangoro ",3976,Agege,Privately owned
APAPA HIGH SCH,1060,Apapa,State owned
"APAPA JUNIOR HIGH SCHOOL,  Apapa",2130,Apapa,State owned
"APAPA NURSERY AND   PRIMARY SCHOOL, Apapa",228,Apapa,State owned
"APAPA SENIOR HIGH SCHOOL, Apapa",11790,Apapa,State owned
"APATA MEMORIAL HIGH SCHOOL, Isolo",1922,Oshodi-Isolo,Privately owned
APATA MEMORIAL NURSERY/PRIMARY SCHOOL.,1921,Oshodi-Isolo,Privately owned
"APATA MONTESSORI SCHOOL, Abule Egba",105522,Ifako/Ijaiye,Privately owned
"APELEHIN PRIMARY SCHOOL, Bariga",2499,,State owned
"APEX SECONDARY SCHOOL, Ajangbadi",3614,Ojo,Privately owned
"APHA OMEGA NURSERY & PRIMARY SCHOOL, Ojo",7231,Ojo,Privately owned
"APOLLO CROWN KIDDIES LAND, Ejigbo ",3919,Oshodi-Isolo,Privately owned
"APOSTOLIC CHURCH NUR/PRY SCHL,  Ketu",1179,Kosofe,State owned
"APOSTOLIC FAITH SECONDARY SCHOOL, Anthony Village",3160,Kosofe,Privately owned
"APPIAN WAY NURSERY & PRIMARY SCHOOL, Alimosho",106697,Alimosho,Privately owned
"APPOLLIAN COMPREHENSIVE HIGH SCHOOL, Ikorodu",5848,Ikorodu,Privately owned
"ARAKAN BARACKS NUR/PRY SCHL,  Apapa",229,Apapa,State owned
"ARAROMI BAPTIST CHILDREN'S SCHOOL, Lagos Island",105932,Lagos-Island,Privately owned
"ARAROMI BAPTIST PRIMARY SCHOOL,  Lagos",1196,Lagos-Island,State owned
"ARAROMI ILOGBO JUNIOR SECONDARY SCHOOL, Oko-Afo",550,Badagry,State owned
ARAROMI JUNIOR SECONDARY SCHOOL,530,Apapa,State owned
"ARAROMI NURSERY PRIMARY SCHOOL,  Mushin",1549,,State owned
ARAROMI PRIMARY SCHOOL,784,Agege,State owned
"ARAROMI PRIMARY SCHOOL,  Orile-Agege  ",67,Agege,State owned
"ARAROMI PRIMARY SCHOOL, Araromi",2247,Ajeromi LGA,State owned
"ARAROMI PRIMARY SCHOOL, Gbagada",1728,Kosofe,State owned
"ARAROMI SENIOR SECONDARY SCHOOL,  Orile",2152,Apapa,State owned
"ARAROMI-ILOGBO SENIOR SECONDARY SCHOOL, Oko-Afo",1814,Badagry,State owned
"ARCBHISHOP TAYLOR MEM. PRY SCHOOL, V.I",677,Eti-Osa,State owned
ARCBISHOP AGGEY MEMORIAL JUNIOR SECONDARY SCHOOL,650, Mushin,State owned
"ARCH DEACON ADELAJA PRY SCHOOL, Bariga",2441,,State owned
ARCHANGELS NURSERY PRIMARY SCHOOL ,105358,,Privately owned
"ARCHBISHOP ABIODUN ADETILOYE SCHOOL,  Festac",3197,Amuwo-Odofin,Privately owned
ARCHBISHOP AGGEY MEMORIAL SECONDARY SCHOOL,1286, Mushin,State owned
"ARCHWOOD NURSERY & PRIMARY SCHOOL, Ajao Estate",59223,Oshodi-Isolo,Privately owned
"ARDUS-SALAM NUR. & PRY SCHOOL,  Agege",7220,Agege,Privately owned
AREGBE HOME ECONOMICS CENTRE,1449,Oshodi-Isolo,State owned
"AREGBE PRIMARY SCHOOL, Mafoluku",2477,Oshodi-Isolo,State owned
"ARISONIA PRIVATE COLLEGE, Egbeda",61102,Alimosho,Privately owned
"ARK OF THE LORD MISSIONARY NURSERY & PRIMARY SCHOOL, Lekki",106750,Eti-Osa,Privately owned
"ARMY  MODEL PRY SCHOOL,  Ikeja",2345, Ikeja,State owned
ARMY BARRACKS NUR/PRY SCHL. Ojo,2386,Ojo,State owned
"ARMY BARRACKS PRIMARY SCHOOL,  Ikeja",782, Ikeja,State owned
"ARMY BARRACKS PRIMARY SCHOOL, Epe",2725,Epe,State owned
"ARMY CANTOMENT BOYS SENIOR SECONDARY SCHOOL, Ojo",1304,Ojo,State owned
"ARMY CANTOMENT GIRLS SENIOR SECONDARY SCHOOL, Ojo",1837,Ojo,State owned
ARMY CANTONMENT BOYS JNR. SEC. SCH. Ojo,1802,Ojo,State owned
"ARMY CANTONMENT GIRLS JUNIOR SECONDARY SCHOOL,Ojo",2961,Ojo,State owned
ARMY CANTONMENT JUNIOR SECONDARY SCHOOL,617, Ikeja,State owned
"ARMY CANTONMENT NUR/PRY SCHOOL, Ojo",2387,Ojo,State owned
"ARMY CANTONMENT SENIOR SECONDARY SCHOOL, Ikeja",2320, Ikeja,State owned
ARMY CHILDREN HIGH SCH EPE,1082,Epe,State owned
ARMY CHILDREN JUNIOR HIGH SCHOOL,563,Epe,State owned
"ARMY CHILDREN NUR/PRY SCHL, Odogunyan",847,Ikorodu,State owned
"ARMY CHILDREN NUR/PRY SCHOOL, Ojo",2487,Ojo,State owned
"ARMY CHILDREN PRIMARY SCHOOL,  Apapa",230,Apapa,State owned
"ARMY CHILDREN PRIMARY SCHOOL, Oshodi",1550,,State owned
"ARMY CHILDREN PRIMARY SCHOOL, Yaba.",1979,Lagos-Mainland,State owned
"ARMY CHILDREN PRY SCHOOL MILITARY CANTOMENT,  Ikeja",2329, Ikeja,State owned
ARMY CHILDREN SCHOOL Abule-Egba,9192,Agege,State owned
"ARMY CHILDREN SCHOOL, Abule-Egba",1845,Alimosho,State owned
"ARMY CHILDREN SCHOOL, Bonny Cantoment",678,Eti-Osa,State owned
"ARMY CHILDREN SCHOOL, Dodan Barracks",679,Eti-Osa,State owned
"ARMY CHILDREN SCHOOL, Ibereko",415, Badagry ,State owned
"ARMY CHILDREN SENIOR HIGH SCHOOL,  Ikeja",1233, Ikeja,State owned
"ARMY CHILDREN SENIOR HIGH SCHOOL, Epe",12250,Epe,State owned
ARMY CHILDRENÃ¢â‚¬â„¢S JUNIOR HIGH SCHOOL,616, Ikeja,State owned
"ARMY CHILDRENÃ¢â‚¬â„¢S JUNIOR HIGH SCHOOL, Ikeja",921, Ikeja,State owned
"ARMY DEMONSTRATION NUR/PRY SCHOOL, Ojo",2419,Ojo,State owned
"ARMY MODEL NUR/PRY SCHOOL, Ojo",2420,Ojo,State owned
"ARMY MODEL PRIMARY SCHOOL ,Maryland ",2398, Ikeja,State owned
"Army Model pry school, Ikeja",2344, Ikeja,State owned
"AROMA UNIQUE NUR & PRY SCHOOL, Ejigbo",78973,Oshodi-Isolo,Privately owned
"AROWOSEGBE PRIMARY SCHOOL,  Alapere",1165,Kosofe,State owned
ART & CRAFT CENTRE,1389,Apapa,State owned
ART & CRAFT CENTRE,1453, Shomolu,State owned
ART & CRAFT CENTRE II,1409,Epe,State owned
"ART & CRAFT CENTRE, Bariga",2383, Shomolu,State owned
"ART & CRAFT CENTRE, Papa, Epe",2574,Epe,State owned
"ART AND CRAFT CENTRE, Ojo",2350,Ojo,State owned
"AS-SIDDIQ COLLEGE, Agiliti-Mile 12",77410,Kosofe,Privately owned
"AS-SUNNAH MONTESSORI SCHOOL, Ojodu",5664, Ikeja,Privately owned
"ASCENSION COLLEGE, Imeke",4497, Badagry ,Privately owned
"ASCON STAFF SCHOOL, Topo",4320, Badagry ,Privately owned
"ASCON STAFF SECONDARY SCHOOL, Topo",105506,Badagry,Privately owned
ASHAFA TIJANI MEMORIAL HIGH SCHOOL   [formerly Ebute Metta High School]                                                      ,2208,Lagos-Mainland,Privately owned
"ASHAKE OKI MEMORIAL SCHOOL, Surulere ",77329,Surulere,Privately owned
ASHTON NP SCHOOL,105476,,Privately owned
"ASIWAJU BOLA AHMED PRY SCHOOL, Ejigbo ",11744,Oshodi-Isolo,State owned
"ASPIRING GOAL NUR/PRY SCH, Oko-Oba",50933,Agege,Privately owned
"ASSFOOD INTERNATIONAL COLLEGE, Alapere-Ketu",4103,Kosofe,Privately owned
"ASSFOOD INTERNATIONAL SCHOOL, Ketu",4099,Kosofe,Privately owned
"ASUBIOJO PRIMARY SCHOOL 2, Alaba",68,Ajeromi LGA,State owned
"ASUBIOJO PRIMARY SCHOOL I, Alaba-Oro",107,Ajeromi LGA,State owned
AT-BET INTERNATIONAL SCHOOL. Amuwo,11505,Amuwo-Odofin,Privately owned
"AT-TANZEEL COLLEGE, Ikorodu",106117,Ikorodu,Privately owned
"AT-TANZEEL NUR & PRY SCHOOL, Igbogbo",50935,Ikorodu,Privately owned
"ATARA HEALTH CENTRE PRIMARY SCHL, Surulere",2045,Surulere,State owned
"ATEGBO MEMORIAL PRIMARY SCHOOL,  Ilotun.",1908,Alimosho,State owned
"ATHENS COLLEGE, Festac Town ",64442,Amuwo-Odofin,Privately owned
"ATL NURSERY & PRIMARY SCHOOL, Okokomaiko",106170,Ojo,Privately owned
"ATLANTIC HALL, Poka",5298,Epe,Privately owned
"ATLAS COLLEGE, Dopemu",6115,Agege,Privately owned
"ATLAS COLLEGE, Dopemu Agege",6463,Alimosho,Privately owned
"ATSA PRIVATE SCHOOL, Igbogbo",61104,Ikorodu,Privately owned
"ATTWOOL COLLEGE, Awoyaya",49085, Ibeju-Lekki,Privately owned
"ATUNDA-OLU FOR THE PHYSICALLY AND MENTALLY CHALLENGED, Surulere",2044,Surulere,State owned
"ATUNRASE JUNIOR HIGH SCHOOL,  Mushin",649, Mushin,State owned
"ATUNRASE SENIOR HIGH SCHOOL,  Surulere",1287, Mushin,State owned
"AUD SNR HIGH SCHOOL, Surulere",105882,Surulere,State owned
"AUNTIE FOLA NUR/PRY SCHOOL, Ikotun",4214,Alimosho,Privately owned
"AUNTIE KAYS KINDERGARTEN & PRIMARY SCHOOL, Ire-Akari",3333,Lagos-Mainland,Privately owned
"AUNTIE OLU NURSERY & PRIMARY SCHOOL, Isolo",6706,Oshodi-Isolo,Privately owned
"AUNTY ADUNNI  MEMORIAL DAY NURSERY/PRIMARY SCHOOL, Ilupeju",5032,,Privately owned
"AUNTY ADUNNI NURSERY PRIMARY SCHOOL, Ilaje",105717,Shomolu,Privately owned
"AUNTY ADUUNI MEMORIAL DAY NURSERY & PRIMARY SCHOOL, Bariga",5035, Shomolu,Privately owned
"AUNTY AYO INTERNATIONAL SCHOOL, Eti Osa",106601,Eti-Osa,Privately owned
AUNTY AYO JUNIOR GIRLS HIGH SCHOOL,590,Eti-Osa,State owned
"AUNTY AYOS GIRLS COMP SNR SEC. SCH, Ikoyi",1104,Eti-Osa,State owned
"AUNTY DARE MEMORIAL COLLEGE, Orile-Iganmu",5745,Surulere,Privately owned
"AUNTY FELLY NUR & PRY SCHOOL, Ladi-Lak",6930, Shomolu,Privately owned
"AUNTY LIZZY INTERNATIONAL SCHOOL.NUR & PRY, Abule-Egba",11670,Alimosho,Private
"AUNTY MAIYEDUN PRIVATE SCHOOL, Ijanikin",3354,Ojo,Privately owned
"AUNTY MAY HIGH SCHOOL, Idimu",5591,Alimosho,Privately owned
"AUNTY NIKKY SCHOOLS, Papa Ajao",3162, Mushin,Privately owned
"AUNTY REMS INTERNATIONAL SCHOOL,Sasa",11641,Alimosho,Privately owned
"AUNTY YEMI ACADEMY, Ikotun",5675,Alimosho,Privately owned
"AUSTINE NURSERY/PRIMARY SCHOOL, Mile 12",4018,Kosofe,Privately owned
"AVI-CENNA INTERNATIONAL SCHOOL, GRA-Ikeja",10160, Ikeja,Privately owned
"AVIT COLLEGE, Isawo Agric",5563,Ikorodu,Privately owned
"AVITAL COLLEGE, Surulere",106189,Surulere,Privately owned
AVITAL NURSRY PRIMARY SCHOOL ,105401,,Privately owned
"AWELEWA NURSERY AND  PRIMARY SCHOOL, Alimosho",106025,Alimosho,Privately owned
"AWODI  ORA SENIOR  SECONDARY SCHOOL,  Ajegunle.",2160,Ajeromi LGA,State owned
AWODI - ORA JUNIOR SECONDARY SCHOOL ,105646,Ajeromi LGA,State owned
"AWODI-ORA JNR. SEC.SCHOOL, Ajegunle",1805,Ajeromi LGA,State owned
"AWODI-ORA PRIMARY SCHOOL, Awodi-Ora",69,Ajeromi LGA,State owned
"AWODOYIN MEMORIAL SCHOOL, Idimu",4216,Alimosho,Privately owned
AWOORI AJEROMI JUNIOR GRAMMAR SCHOOL,537,Amuwo-Odofin,State owned
"AWORI AJEROMI SENIOR GRAMMAR SCHOOL,  Agboju",1867,Amuwo-Odofin,State owned
"AWORI ANGLICAN COMPREHENSIVE HIGH SCHOOL, Ipaja",5461,Alimosho,Privately owned
"AWORI JUNIOR COLLEGE, Ojo",10233,Ojo,State owned
"AWORI SENIOR COLLEGE, Ojo",2366,Ojo,State owned
"AWOYAYA PRIMARY SCHOOL, V. Island",680,Eti-Osa,State owned
AYANGBUREN JUNIOR HIGH SCHOOL,12305,Ikorodu,State owned
"AYANGBUREN PRIMARY SCHOOL, Ikorodu",848,Ikorodu,State owned
AYANGBUREN SENIOR HIGH SCHOOL,12294,Ikorodu,State owned
"AYANLEYE MEMORIAL PRIMARY SCHOOL,  Ifako",2638,Ifako/Ijaiye,State owned
"AYEDERE AJIBOLA JUNIOR HIGH SCHOOL, Ketu",2579,Kosofe,State owned
"AYEDERE AJIBOLA SENIOR HIGH SCHOOL, Ketu",9789,Kosofe,State owned
AYELABOWO PRIMARY SCHOOL,789,Agege,State owned
"AYELABOWO PRIMARY SCHOOL,  Idi-Oro",1551,,State owned
"AYEROJU NUR/PRY SCHOOL,  Oworonsoki",1169,Kosofe,State owned
AYETORO PRIMARY SCHOOL,70,Ajeromi LGA,State owned
"AYETORO PRIMARY SCHOOL, Akoka",2431,,State owned
"AYETORO PRIMARY SCHOOL, Mushin",1552,,State owned
"AYINKE PRIMARY SCHOOL, Bariga",2529,,State owned
"AYO ADEGBOYEGA PRY SCHOOL, Ejigbo",2355,Oshodi-Isolo,State owned
"AYO-OLUSEUN COLLEGE, Alapere",4138,Kosofe,Privately owned
"AYOBAMI COLLEGE, Egan-Igando",10042,Alimosho,Privately owned
"AYOBAMI NURSERY & PRIMARY SCHOOL, Egan",10037,Alimosho,Privately owned
"AYODEJI DE-FAVOUR NUR & PRY SCHOOL, Ijainikin",6658,Ojo,Privately owned
"AYODELE PRIMARY SCHOOL,  Ajegunle",122,Ajeromi LGA,State owned
"AYOMI  SCHOOL, Sangotedo",49259,Eti-Osa,Privately owned
"AYOMI NUR/PRY SCHOOL, Sabo-Yaba",3936,Lagos-Mainland,Privately owned
"AYOTAYO NUR/PRY SCHOOL, Isolo",3938,Oshodi-Isolo,Privately owned
"AYOTUNDE COLLEGE, Igbogbo",11901,Ikorodu,Privately owned
B B J NP SCHOOL,105482,,Privately owned
"B ZONE MUSLIM COMMUNITY NUR. & PRY SCHOOL, Ipaja",106109,Alimosho,Privately owned
"B. H. NURSERY & PRIMARY SCHOOL, Akowonjo",105926,Alimosho,Privately owned
B/H   n/p school,105781,,Privately owned
"BAB SALAAM NUR/PRY SCHOOL, Mushin",4209, Mushin,Privately owned
"BABCOCK UNIVERSITY SCHOOL, Ogba",11844, Ikeja,Privately owned
Babcock University Secondary School,105856,,
"BABINGTON MACAULAY JUNIOR SEMINARY, Ikorodu ",5605,Ikorodu,Privately owned
"BABS  COLLEGE, Mafoloku",105585,Oshodi-Isolo,Privately owned
"BABS FAFUNWA MILLENNIUM SENIOR GRAMMAR SCHOOL, Ojodu",1234,Ikeja,State owned
"BABS NURSERY & PRIMARY SCHOOL, Mafoluku.",105586,Oshodi-Isolo,Privately owned
"BACHEL MODEL COLLEGE, Ayobo ",5758,Alimosho,Privately owned
